,id1,id2,func,type,train
570,22697396,23677155,13,0,1
570,3596828,8533735,13,4,0
571,17583188,23677144,7,4,1
571,22697396,23677156,13,0,0
572,81754,23677144,7,4,1
572,22697396,23677157,13,0,1
573,3596828,4490317,13,4,1
573,22801753,23677155,13,0,0
574,22801753,23677156,13,0,1
574,3596828,19076717,13,4,1
575,22801753,23677157,13,0,1
576,22801754,23677155,13,0,1
576,3596828,20328639,13,4,1
577,22801754,23677156,13,0,1
578,22801754,23677157,13,0,0
579,23128478,23677155,13,0,0
580,23128478,23677156,13,0,1
581,23128478,23677157,13,0,1
581,23089693,23677144,7,4,1
582,23303673,23677155,13,0,1
583,3596828,19654782,13,4,1
583,23303673,23677156,13,0,1
584,23303673,23677157,13,0,1
587,3596828,5172908,13,4,1
590,15064,7079645,13,4,1
591,15064,10496866,13,4,1
601,250503,23677146,7,0,1
604,5405559,23677144,7,4,1
606,15064,20328640,13,4,0
607,15064,2315719,13,4,0
609,15064,3596848,13,4,1
610,15064,13912756,13,4,1
612,252999,23677143,7,0,0
620,268630,23677137,7,0,0
622,15064,22648484,13,4,0
623,22486940,23677144,7,4,1
625,11892804,23677144,7,4,1
627,15064,11205237,13,4,0
630,15064,1721214,13,4,1
631,292293,23677134,7,0,1
632,14132423,23677144,7,4,1
633,21273059,23677144,7,4,1
635,22137813,23677144,7,4,1
636,292293,23677139,7,0,0
637,15064,2451218,13,4,0
640,15064,7200130,13,4,1
642,6963063,23677144,7,4,0
642,15064,19076717,13,4,1
648,15064,3596849,13,4,0
651,15064,3894025,13,4,1
653,15064,5172908,13,4,1
654,12561704,23677146,7,4,0
658,8359775,23677146,7,4,1
658,307852,23677133,7,0,1
665,966813,7079645,13,4,0
666,7079645,22961758,13,4,0
667,7079645,13088706,13,4,0
672,318065,23677133,7,0,1
676,7079645,19654781,13,4,1
678,531920,590962,44,4,1
678,7079645,17510245,13,4,1
682,7079645,16380022,13,4,0
683,531920,23355904,44,4,1
686,7079645,13160464,13,4,1
687,7079645,22648484,13,4,1
689,7079645,7436917,13,4,0
690,531920,8972522,44,4,0
691,10479536,23677146,7,4,0
694,7079645,7839341,13,4,1
694,19972831,23677146,7,4,1
695,8166293,23677146,7,4,1
696,7079645,17467511,13,4,1
701,323857,23677134,7,0,0
703,531920,10067403,44,4,1
704,7079645,8533735,13,4,1
710,4272289,23677146,7,4,1
710,531920,22060129,44,4,1
714,136941,531920,44,4,0
715,7079645,13140215,13,4,1
719,3894025,7079645,13,4,1
720,103828,531920,44,4,0
720,9066291,23677146,7,4,0
722,531920,4758170,44,4,1
722,7079645,7848932,13,4,1
724,10496866,17621068,13,4,1
729,7839340,10496866,13,4,1
732,966813,10496866,13,4,1
743,531920,3868943,44,4,1
743,10496866,19654781,13,4,0
746,9210368,10496866,13,4,1
748,5936119,10496866,13,4,1
748,531920,4128381,44,4,0
749,10496866,16380022,13,4,1
756,1363,23677146,7,4,0
758,10496866,17621073,13,4,1
760,531920,16152856,44,4,1
762,531920,4328782,44,4,1
764,9883524,10496866,13,4,1
766,352574,23677143,7,0,0
766,531920,9755674,44,4,1
767,352574,23677144,7,0,0
772,531920,950313,44,4,1
773,7200130,10496866,13,4,1
778,3596847,10496866,13,4,1
781,3596849,10496866,13,4,0
782,10496866,13140215,13,4,0
783,10496866,22181822,13,4,1
784,16375558,23677146,7,4,1
787,379353,23677136,7,0,1
789,7848932,10496866,13,4,1
794,20181656,23677146,7,4,1
797,379353,23677146,7,0,1
799,531920,13839383,44,4,1
803,13912756,17621068,13,4,1
804,17621068,19654781,13,4,1
805,17510245,17621068,13,4,1
806,17621068,20740028,13,4,1
808,5226973,17621068,13,4,0
810,17621068,22648484,13,4,1
818,8586224,17621068,13,4,1
821,2451218,17621068,13,4,1
823,521113,23677137,7,4,1
823,8533735,17621068,13,4,0
826,17621068,19076717,13,4,0
827,6938966,17621068,13,4,1
830,17621068,19654780,13,4,0
834,17621068,22181822,13,4,1
837,17985016,23677137,7,4,1
839,5172908,17621068,13,4,1
843,529986,23677137,7,4,0
845,389372,23677138,7,0,1
846,966813,14009710,13,4,1
851,14009710,20328640,13,4,1
855,14009710,17510245,13,4,1
859,23089693,23677137,7,4,0
865,12122419,23677137,7,4,1
866,17630907,23677137,7,4,1
870,13088707,14009710,13,4,1
875,14009710,19076717,13,4,1
878,3596847,14009710,13,4,1
884,3894025,14009710,13,4,0
903,416525,23677140,7,0,1
910,420195,23677133,7,0,1
921,17630905,23677136,7,4,1
924,430591,23677133,7,0,0
926,590962,23355904,44,4,1
933,590962,8972522,44,4,1
933,430591,23677142,7,0,1
940,17583193,23677136,7,4,1
946,590962,10067403,44,4,1
951,7357528,7839340,13,4,1
953,590962,22060129,44,4,1
962,7357528,20328638,13,4,1
962,103828,590962,44,4,1
964,590962,4758170,44,4,1
967,7357528,17510245,13,4,1
969,7357528,20740028,13,4,1
972,3198237,23677136,7,4,1
974,7041871,23677136,7,4,1
978,81754,23677136,7,4,1
985,590962,3868943,44,4,1
985,7357528,8586224,13,4,1
990,7357528,8533735,13,4,0
990,590962,4128381,44,4,1
993,4490317,7357528,13,4,0
995,17630907,23677136,7,4,0
1001,7357528,13140215,13,4,1
1002,7357528,22181822,13,4,1
1002,590962,16152856,44,4,1
1004,590962,4328782,44,4,1
1009,7357528,7670209,13,4,0
1017,120983,23677136,7,4,1
1022,468621,23677133,7,0,1
1039,590962,13839383,44,4,1
1048,6963063,23677136,7,4,1
1048,476609,23677145,7,0,0
1059,15069644,23677139,7,4,0
1074,7839340,13088706,13,4,1
1081,521113,23677139,7,4,0
1081,5226973,7839340,13,4,1
1082,7839340,22648484,13,4,1
1083,12483251,23677139,7,4,0
1088,7839340,9883524,13,4,1
1094,7839340,19076717,13,4,1
1095,6938966,7839340,13,4,1
1097,7839340,10868405,13,4,0
1108,8972522,23355904,44,4,1
1121,10067403,23355904,44,4,0
1123,534543,23677136,7,0,1
1131,136941,23355904,44,4,1
1133,13696846,23677139,7,4,0
1135,534601,23677134,7,0,1
1151,21273051,23677139,7,4,1
1159,22137813,23677139,7,4,1
1163,103828,23355904,44,4,0
1165,4758170,23355904,44,4,0
1168,2423912,10258420,13,4,1
1170,22088424,23677138,7,4,1
1171,2423912,3596848,13,4,1
1172,2423912,13912756,13,4,1
1176,2423912,16380022,13,4,0
1180,15287811,23677138,7,4,1
1182,2423912,11205237,13,4,1
1183,13295656,23677138,7,4,1
1184,2423912,7839341,13,4,1
1185,1721214,2423912,13,4,1
1186,3868943,23355904,44,4,1
1190,2423912,8533735,13,4,1
1191,4128381,23355904,44,4,1
1196,2423912,20328639,13,4,1
1196,556208,23677139,7,0,1
1197,2423912,3596847,13,4,0
1199,2423912,3596849,13,4,1
1202,1313371,2423912,13,4,1
1203,16152856,23355904,44,4,1
1205,4328782,23355904,44,4,0
1205,2423912,7848932,13,4,1
1206,2423912,7670209,13,4,1
1209,9755674,23355904,44,4,1
1211,966813,6138230,13,4,1
1212,966813,20328640,13,4,0
1213,966813,2315719,13,4,1
1215,950313,23355904,44,4,0
1215,966813,3596848,13,4,1
1216,966813,13912756,13,4,1
1221,966813,20740028,13,4,1
1223,966813,16380022,13,4,1
1226,966813,17621071,13,4,1
1232,7041871,23677138,7,4,1
1236,588851,23677137,7,0,1
1238,966813,9883524,13,4,1
1242,13839383,23355904,44,4,1
1243,966813,2451218,13,4,1
1253,966813,19654780,13,4,1
1257,966813,22181822,13,4,1
1260,966813,3894025,13,4,1
1262,966813,5172908,13,4,1
1263,16123665,23677138,7,4,1
1267,10606028,23677138,7,4,0
1268,6138230,22961758,13,4,1
1276,17510245,22961758,13,4,1
1278,20740028,22961758,13,4,1
1280,16380022,22961758,13,4,1
1282,17621069,22961758,13,4,1
1283,17621071,22961758,13,4,1
1284,13160464,22961758,13,4,1
1287,7436917,22961758,13,4,0
1288,604775,23677133,7,0,1
1292,7839341,22961758,13,4,1
1295,14132423,23677138,7,4,1
1295,9883524,22961758,13,4,0
1297,2086684,23677138,7,4,1
1300,2451218,22961758,13,4,1
1303,621550,23677134,7,0,0
1309,3596847,22961758,13,4,1
1317,3894025,22961758,13,4,1
1319,5172908,22961758,13,4,1
1321,7670209,22961758,13,4,0
1325,621702,23677142,7,0,1
1326,2315719,13088706,13,4,1
1327,13088706,20328638,13,4,1
1333,8972522,10067403,44,4,1
1334,5936119,13088706,13,4,1
1345,10479536,23677141,7,4,1
1346,626857,23677135,7,0,1
1346,9883524,13088706,13,4,1
1349,8972522,22060129,44,4,1
1349,6016307,23677141,7,4,1
1350,2451218,13088706,13,4,1
1353,136941,8972522,44,4,1
1354,4490317,13088706,13,4,1
1357,13088706,20328639,13,4,0
1358,3596847,13088706,13,4,1
1359,103828,8972522,44,4,1
1361,4758170,8972522,44,4,1
1363,13088706,22181822,13,4,1
1382,3868943,8972522,44,4,0
1383,4860089,23677141,7,4,1
1387,4128381,8972522,44,4,1
1399,8972522,16152856,44,4,0
1401,4328782,8972522,44,4,1
1405,8972522,9755674,44,4,1
1408,661927,23677141,7,0,1
1411,950313,8972522,44,4,1
1418,664908,23677137,7,0,0
1422,664908,23677141,7,0,1
1425,6138230,10258420,13,4,1
1427,2315719,10258420,13,4,1
1429,3596848,10258420,13,4,0
1434,8359775,23677140,7,4,1
1436,5936119,10258420,13,4,1
1438,8972522,13839383,44,4,1
1439,10258420,17621069,13,4,1
1440,13295656,23677140,7,4,1
1445,683955,23677136,7,0,1
1447,10258420,11205237,13,4,0
1451,10258420,17467511,13,4,1
1452,9883524,10258420,13,4,1
1456,10258420,13088707,13,4,1
1463,10258420,19076717,13,4,1
1466,3596847,10258420,13,4,1
1471,8166293,23677140,7,4,1
1482,6138230,17510245,13,4,1
1486,6138230,17621069,13,4,1
1499,6138230,8533735,13,4,1
1501,713334,23677136,7,0,1
1503,6138230,6938966,13,4,1
1505,3596847,6138230,13,4,0
1509,6138230,22181822,13,4,1
1510,1313371,6138230,13,4,1
1512,5172908,6138230,13,4,1
1513,6138230,7848932,13,4,1
1519,17510245,20328640,13,4,1
1524,17621071,20328640,13,4,1
1525,5405559,23677140,7,4,0
1526,18378776,23677140,7,4,0
1526,20328640,22648484,13,4,1
1530,11205237,20328640,13,4,1
1532,120983,23677140,7,4,1
1536,21273060,23677140,7,4,1
1541,8533735,20328640,13,4,1
1547,19654780,20328640,13,4,1
1548,10868405,20328640,13,4,1
1550,13140215,20328640,13,4,1
1551,20328640,22181822,13,4,0
1553,14132423,23677140,7,4,1
1556,5172908,20328640,13,4,1
1558,7670209,20328640,13,4,1
1560,2315719,13912756,13,4,1
1564,2315719,17621071,13,4,1
1566,744373,23677145,7,0,1
1568,12646326,23677140,7,4,0
1578,6920765,23677143,7,4,0
1580,2315719,10868405,13,4,1
1592,19654783,20328638,13,4,1
1593,17510245,20328638,13,4,1
1594,9210368,20328638,13,4,1
1598,17621071,20328638,13,4,1
1601,10067403,22060129,44,4,1
1613,761030,23677136,7,0,1
1622,13140215,20328638,13,4,1
1624,19654782,20328638,13,4,0
1627,5172908,20328638,13,4,0
1628,7848932,20328638,13,4,0
1629,7670209,20328638,13,4,1
1631,3596848,19654781,13,4,1
1632,136941,10067403,44,4,0
1634,762668,23677143,7,0,1
1635,12065181,23677143,7,4,1
1637,762668,23677146,7,0,1
1638,12122419,23677143,7,4,0
1638,103828,10067403,44,4,1
1639,3596848,17621069,13,4,1
1640,4758170,10067403,44,4,1
1640,3596848,17621071,13,4,0
1646,3596848,17621073,13,4,0
1647,6972162,23677143,7,4,1
1650,1721214,3596848,13,4,1
1652,3596848,9883524,13,4,1
1661,3868943,10067403,44,4,1
1662,3596848,4490317,13,4,1
1666,4128381,10067403,44,4,1
1674,22137813,23677143,7,4,0
1674,782480,23677141,7,0,1
1674,3596848,3894025,13,4,1
1676,3596848,5172908,13,4,1
1677,3596848,7848932,13,4,1
1678,3596848,7670209,13,4,1
1678,10067403,16152856,44,4,0
1680,13912756,19654783,13,4,1
1680,4328782,10067403,44,4,1
1681,13912756,17510245,13,4,0
1683,13912756,20740028,13,4,1
1684,9755674,10067403,44,4,1
1684,5936119,13912756,13,4,1
1685,13912756,16380022,13,4,1
1688,13912756,17621071,13,4,0
1689,13160464,13912756,13,4,1
1690,950313,10067403,44,4,1
1698,1721214,13912756,13,4,1
1705,2451218,13912756,13,4,1
1711,13912756,19076717,13,4,0
1713,796292,23677138,7,0,1
1717,10067403,13839383,44,4,1
1719,13912756,22181822,13,4,1
1722,3894025,13912756,13,4,1
1726,7670209,13912756,13,4,1
1727,17510245,19654781,13,4,0
1731,17621069,19654781,13,4,1
1734,19654781,22648484,13,4,1
1737,17621073,19654781,13,4,1
1737,17630910,23677142,7,4,1
1738,21273057,23677142,7,4,1
1740,1721214,19654781,13,4,1
1751,19654781,20328639,13,4,1
1752,3596847,19654781,13,4,1
1753,10868405,19654781,13,4,0
1754,858094,23677137,7,0,1
1756,19654781,22181822,13,4,0
1759,5172908,19654781,13,4,1
1760,23089693,23677142,7,4,1
1761,7670209,19654781,13,4,1
1768,17630907,23677142,7,4,1
1768,13160464,19654783,13,4,1
1769,19654783,22648484,13,4,1
1775,1721214,19654783,13,4,1
1781,22326008,23677142,7,4,1
1787,3596847,19654783,13,4,1
1790,13140215,19654783,13,4,1
1793,3894025,19654783,13,4,1
1793,862981,23677134,7,0,0
1796,862981,23677137,7,0,0
1798,17510245,20740028,13,4,1
1799,5936119,17510245,13,4,1
1803,17510245,22648484,13,4,1
1808,11205237,17510245,13,4,1
1809,863795,23677136,7,0,0
1810,136941,22060129,44,4,0
1816,4490317,17510245,13,4,1
1817,4758170,22060129,44,4,0
1818,6938966,17510245,13,4,1
1832,9210368,17621069,13,4,1
1837,9210368,17621073,13,4,1
1838,3868943,22060129,44,4,1
1840,9210368,17467511,13,4,1
1843,4128381,22060129,44,4,1
1843,9210368,13088707,13,4,1
1855,16152856,22060129,44,4,1
1855,9210368,22181822,13,4,1
1856,908924,23677141,7,0,1
1857,4328782,22060129,44,4,1
1861,9755674,22060129,44,4,1
1861,5936119,20740028,13,4,1
1864,17621069,20740028,13,4,1
1866,13160464,20740028,13,4,1
1867,950313,22060129,44,4,0
1886,7200130,20740028,13,4,1
1894,13839383,22060129,44,4,1
1901,5172908,20740028,13,4,1
1903,7670209,20740028,13,4,1
1907,5936119,17621071,13,4,1
1908,5936119,13160464,13,4,1
1910,919235,23677139,7,0,1
1917,1721214,5936119,13,4,1
1918,5936119,17467511,13,4,1
1918,103828,136941,44,4,1
1920,136941,4758170,44,4,0
1921,5936119,8586224,13,4,1
1924,2451218,5936119,13,4,1
1926,5936119,8533735,13,4,1
1930,5936119,19076717,13,4,1
1932,5936119,20328639,13,4,1
1935,5936119,10868405,13,4,1
1937,921066,23677138,7,0,1
1939,5936119,19654782,13,4,0
1940,1313371,5936119,13,4,1
1947,13160464,16380022,13,4,1
1951,924690,23677138,7,0,1
1954,16380022,17467511,13,4,0
1959,8533735,16380022,13,4,1
1964,3596847,16380022,13,4,0
1964,937654,23677137,7,0,1
1970,136941,3868943,44,4,1
1971,937654,23677144,7,0,1
1972,1362,15822137,7,4,0
1975,136941,4128381,44,4,1
1975,5226973,17621071,13,4,1
1976,5226973,13160464,13,4,1
1977,1362,19260977,7,4,1
1984,5226973,17467511,13,4,1
1987,136941,16152856,44,4,1
1989,5226973,13088707,13,4,1
1989,136941,4328782,44,4,1
1990,2451218,5226973,13,4,1
1992,5226973,8533735,13,4,1
1993,136941,9755674,44,4,1
1995,944603,23677140,7,0,1
1997,5226973,6938966,13,4,1
1998,5226973,20328639,13,4,1
2004,5226973,22181822,13,4,0
2007,949832,23677138,7,0,1
2015,1362,17985016,7,4,1
2016,11205237,17621069,13,4,1
2018,1721214,17621069,13,4,1
2025,1362,11374801,7,4,1
2025,136941,13839383,44,4,1
2027,6938966,17621069,13,4,1
2027,950505,23677144,7,0,1
2028,1362,7041871,7,4,1
2034,17621069,19654782,13,4,1
2036,3894025,17621069,13,4,1
2038,7848932,17621069,13,4,1
2040,13160464,17621071,13,4,1
2041,17621071,22648484,13,4,1
2041,1362,23089693,7,4,0
2045,11205237,17621071,13,4,0
2052,13088707,17621071,13,4,0
2055,8533735,17621071,13,4,1
2057,1362,6972162,7,4,1
2063,1362,15757836,7,4,1
2065,13140215,17621071,13,4,1
2070,103828,4758170,44,4,0
2075,1362,10174628,7,4,1
2078,13160464,17621073,13,4,1
2079,11205237,13160464,13,4,1
2082,1721214,13160464,13,4,0
2087,8533735,13160464,13,4,0
2089,4490317,13160464,13,4,1
2101,5172908,13160464,13,4,0
2102,7848932,13160464,13,4,0
2106,1094717,23677139,7,0,1
2117,103828,3868943,44,4,1
2122,103828,4128381,44,4,1
2129,1721214,22648484,13,4,1
2130,4449697,22088424,7,4,0
2134,103828,16152856,44,4,1
2135,13088707,22648484,13,4,1
2136,1197769,23677141,7,0,1
2136,103828,4328782,44,4,1
2137,8533735,22648484,13,4,0
2139,7200130,22648484,13,4,1
2140,103828,9755674,44,4,1
2141,19076717,22648484,13,4,1
2143,20328639,22648484,13,4,1
2144,3596847,22648484,13,4,1
2145,19654780,22648484,13,4,1
2145,1214682,23677136,7,0,1
2146,103828,950313,44,4,1
2149,22181822,22648484,13,4,1
2150,19654782,22648484,13,4,0
2155,7848932,22648484,13,4,1
2156,7670209,22648484,13,4,1
2173,103828,13839383,44,4,1
2178,7436917,13088707,13,4,1
2179,1239924,23677142,7,0,1
2182,4490317,7436917,13,4,0
2189,7436917,13140215,13,4,0
2191,13696846,22088424,7,4,1
2193,5172908,7436917,13,4,0
2194,7436917,7848932,13,4,1
2195,7436917,7670209,13,4,1
2203,120983,22088424,7,4,1
2206,1243836,23677141,7,0,0
2212,3868943,4758170,44,4,1
2216,7327761,22088424,7,4,1
2217,4128381,4758170,44,4,1
2220,17630908,22088424,7,4,0
2231,1721214,17621073,13,4,0
2233,4758170,16152856,44,4,1
2235,4328782,4758170,44,4,1
2236,13088707,17621073,13,4,1
2239,4758170,9755674,44,4,1
2242,17621073,19076717,13,4,1
2244,2086683,15822137,7,4,1
2244,17621073,20328639,13,4,1
2245,950313,4758170,44,4,1
2247,10868405,17621073,13,4,1
2262,9883524,11205237,13,4,1
2264,521113,15822137,7,4,1
2272,11205237,19076717,13,4,1
2272,4758170,13839383,44,4,0
2273,6938966,11205237,13,4,1
2273,1336659,23677138,7,0,0
2274,11205237,20328639,13,4,1
2278,3596849,11205237,13,4,1
2281,11205237,19654782,13,4,0
2283,11939522,15822137,7,4,1
2284,15822137,17630910,7,4,1
2285,5172908,11205237,13,4,1
2287,7670209,11205237,13,4,1
2298,9225969,15822137,7,4,1
2318,1721214,7839341,13,4,0
2319,7839341,9883524,13,4,1
2322,7839341,8533735,13,4,1
2324,4490317,7839341,13,4,1
2327,1470511,23677136,7,0,1
2331,7839341,22181822,13,4,0
2332,1313371,7839341,13,4,1
2335,7839341,7848932,13,4,0
2338,1721214,9883524,13,4,1
2341,1538985,23677136,7,0,1
2342,1721214,13088707,13,4,1
2343,15822137,16064530,7,4,1
2345,1721214,8533735,13,4,1
2348,1721214,4490317,13,4,1
2350,1721214,6938966,13,4,1
2351,1721214,20328639,13,4,0
2352,1721214,3596847,13,4,1
2353,1721214,19654780,13,4,1
2359,1313371,1721214,13,4,0
2362,1721214,5172908,13,4,0
2374,17467511,20328639,13,4,1
2375,3596847,17467511,13,4,1
2379,17467511,22181822,13,4,1
2384,7848932,17467511,13,4,1
2385,1611680,23677138,7,0,1
2389,9883524,13088707,13,4,1
2392,8533735,9883524,13,4,1
2395,1627415,23677134,7,0,1
2411,7670209,9883524,13,4,1
2435,8586224,19076717,13,4,0
2440,3596849,8586224,13,4,1
2441,8586224,13140215,13,4,1
2442,8586224,22181822,13,4,1
2444,3894025,8586224,13,4,0
2445,5172908,8586224,13,4,1
2471,1668849,23677140,7,0,1
2475,13088707,19076717,13,4,1
2476,6938966,13088707,13,4,1
2477,13088707,20328639,13,4,1
2478,3596847,13088707,13,4,1
2480,1706198,23677135,7,0,1
2487,7848932,13088707,13,4,1
2490,2451218,8533735,13,4,1
2501,1800281,23677142,7,0,1
2515,3868943,4128381,44,4,1
2519,1807394,23677146,7,0,1
2527,3868943,16152856,44,4,1
2528,1668091,15287811,7,4,1
2529,3868943,4328782,44,4,1
2529,8533735,19076717,13,4,1
2532,1668091,5682569,7,4,0
2533,3868943,9755674,44,4,1
2533,1668091,21273054,7,4,1
2534,3596849,8533735,13,4,0
2536,1668091,21273058,7,4,1
2537,1668091,9221721,7,4,1
2537,1313371,8533735,13,4,0
2539,950313,3868943,44,4,0
2548,1668091,3673682,7,4,1
2559,4490317,7200130,13,4,1
2560,7200130,19076717,13,4,1
2561,1668091,17630910,7,4,1
2562,3596847,7200130,13,4,1
2563,7200130,10868405,13,4,1
2566,3868943,13839383,44,4,1
2572,4490317,19076717,13,4,1
2573,1838467,23677144,7,0,1
2574,4490317,20328639,13,4,0
2575,3596847,4490317,13,4,1
2578,3596849,4490317,13,4,1
2580,4490317,22181822,13,4,1
2586,4490317,7848932,13,4,0
2589,19076717,20328639,13,4,1
2590,1668091,13799349,7,4,0
2590,3596847,19076717,13,4,1
2597,1668091,13696846,7,4,0
2600,4128381,16152856,44,4,0
2602,4128381,4328782,44,4,1
2604,3596847,6938966,13,4,1
2606,4128381,9755674,44,4,0
2610,6938966,19654782,13,4,1
2617,1668091,10174628,7,4,1
2619,13140215,20328639,13,4,1
2619,1668091,21273051,7,4,0
2620,20328639,22181822,13,4,1
2623,3894025,20328639,13,4,1
2626,7848932,20328639,13,4,1
2629,3596847,10868405,13,4,1
2631,1874798,23677146,7,0,1
2631,950313,4128381,44,4,1
2635,1891617,23677136,7,0,1
2639,1891617,23677140,7,0,1
2641,3596849,19654780,13,4,1
2641,1891617,23677142,7,0,1
2643,19654780,22181822,13,4,1
2645,3894025,19654780,13,4,1
2649,12561704,21273058,7,4,1
2650,10868405,13140215,13,4,1
2652,10868405,19654782,13,4,1
2658,4128381,13839383,44,4,1
2661,3596849,19654782,13,4,1
2662,1313371,3596849,13,4,1
2663,3596849,3894025,13,4,1
2665,3596849,5172908,13,4,1
2668,12561704,19972831,7,4,1
2671,3894025,13140215,13,4,0
2675,7670209,13140215,13,4,1
2678,1981171,23677137,7,0,1
2679,5172908,22181822,13,4,0
2681,7670209,22181822,13,4,0
2687,1313371,3894025,13,4,1
2690,1313371,7848932,13,4,1
2691,878123,12561704,7,4,0
2695,1984915,23677140,7,0,1
2699,5172908,7848932,13,4,1
2705,2045246,23677136,7,0,1
2721,2053517,23677138,7,0,1
2732,4328782,16152856,44,4,0
2736,9755674,16152856,44,4,1
2742,950313,16152856,44,4,1
2760,2062008,23677135,7,0,1
2769,13839383,16152856,44,4,1
2769,12747342,19972831,7,4,1
2770,8166293,12747342,7,4,1
2775,12747342,21273053,7,4,1
2787,4328782,9755674,44,4,1
2788,950313,4328782,44,4,1
2789,4328782,13839383,44,4,0
2796,950313,9755674,44,4,1
2823,2168570,23677142,7,0,1
2834,12747342,22486940,7,4,0
2836,7327761,12747342,7,4,1
2865,2235436,23677142,7,0,1
2898,950313,13839383,44,4,0
2902,15069644,21273053,7,4,1
2919,15069644,17583188,7,4,1
2929,2277422,23677136,7,0,1
2930,15069644,23089693,7,4,1
2947,15069644,22026286,7,4,1
2972,10174628,15069644,7,4,1
2975,15069644,21273051,7,4,0
2982,15069644,17630908,7,4,1
2987,2404010,23677138,7,0,1
3000,12646326,15069644,7,4,1
3014,2438827,23677137,7,0,1
3017,9385633,14632238,7,4,1
3019,9385633,12176858,7,4,1
3022,2438827,23677145,7,0,1
3027,4449697,9385633,7,4,1
3040,2477024,23677135,7,0,1
3041,6016307,9385633,7,4,1
3071,2486884,23677138,7,0,1
3121,2529436,23677146,7,0,1
3127,2086684,9385633,7,4,1
3149,2571940,23677146,7,0,1
3154,8359775,17630909,7,4,1
3190,2748906,23677145,7,0,1
3196,4272289,8359775,7,4,1
3231,8359775,22026286,7,4,1
3242,2835972,23677141,7,0,1
3245,120983,8359775,7,4,1
3273,2874111,23677144,7,0,1
3292,9221721,19260977,7,4,1
3294,14632238,19260977,7,4,1
3317,7635628,19260977,7,4,1
3325,3123622,23677140,7,0,1
3327,529986,19260977,7,4,1
3330,15195064,19260977,7,4,1
3342,3126010,23677143,7,0,1
3357,3126012,23677144,7,0,1
3375,3172480,23677134,7,0,0
3384,3172480,23677143,7,0,1
3388,14132423,19260977,7,4,1
3389,3172481,23677134,7,0,1
3397,3172481,23677142,7,0,1
3402,3178134,23677133,7,0,0
3406,2086683,17630905,7,4,1
3408,5682569,17630905,7,4,1
3422,17583193,17630905,7,4,0
3438,3197712,23677141,7,0,1
3442,3197712,23677145,7,0,1
3448,4272289,17630905,7,4,1
3458,17630905,22307690,7,4,1
3461,3283709,23677136,7,0,0
3472,3284095,23677133,7,0,0
3479,3284095,23677140,7,0,0
3505,3377948,23677138,7,0,1
3519,3411096,23677138,7,0,1
3545,15287811,20680657,7,4,0
3559,15287811,17630906,7,4,0
3573,3455666,23677136,7,0,1
3579,477320,15287811,7,4,1
3583,15287811,17583188,7,4,1
3590,3338750,15287811,7,4,1
3610,3500205,23677145,7,0,0
3634,3517394,23677141,7,0,1
3641,2086684,15287811,7,4,1
3695,3721994,23677146,7,0,1
3701,6920765,21779336,7,4,1
3707,6920765,7041871,7,4,1
3732,3823290,23677141,7,0,1
3765,3873638,23677146,7,0,0
3768,3937543,23677135,7,0,1
3775,3937543,23677142,7,0,1
3784,6920765,6963063,7,4,1
3797,3953792,23677136,7,0,1
3797,2086683,14132422,7,4,1
3800,2086683,9221721,7,4,1
3800,3953792,23677139,7,0,1
3802,2086683,14632238,7,4,0
3811,2067794,2086683,7,4,1
3839,2086683,11374801,7,4,1
3841,4030760,23677138,7,0,1
3843,477320,2086683,7,4,1
3860,4030782,23677143,7,0,1
3863,2086683,22486941,7,4,1
3878,2086683,22326008,7,4,0
3887,4097918,23677142,7,0,1
3895,2086683,16064530,7,4,1
3902,2086683,11892804,7,4,1
3951,4254073,23677136,7,0,1
3963,13295656,17630910,7,4,0
3977,13295656,17583188,7,4,1
3993,4291508,23677136,7,0,0
3998,13295656,21273052,7,4,1
4000,13295656,22026286,7,4,1
4024,13295656,22486940,7,4,1
4025,13295656,21273051,7,4,1
4059,4354847,23677146,7,0,1
4066,4360850,23677139,7,0,1
4070,5682569,15568623,7,4,1
4078,5682569,6016307,7,4,1
4084,5682569,17630910,7,4,1
4107,4442345,23677138,7,0,1
4109,5682569,12122419,7,4,1
4117,5682569,16123665,7,4,1
4126,4488837,23677143,7,0,1
4135,4509735,23677138,7,0,1
4136,5682569,22486940,7,4,1
4179,4600730,23677140,7,0,1
4196,4272289,21273054,7,4,1
4208,21273054,22307690,7,4,1
4220,21273054,22486941,7,4,1
4232,13696846,21273054,7,4,1
4234,6925921,21273054,7,4,1
4250,4735528,23677141,7,0,0
4266,13243880,21273054,7,4,1
4267,16375558,21273054,7,4,1
4280,3197876,14132422,7,4,0
4283,3197876,9221721,7,4,0
4300,3197876,15568623,7,4,0
4302,4856578,23677137,7,0,1
4333,4911258,23677140,7,0,1
4352,4948726,23677145,7,0,0
4387,5017608,23677138,7,0,1
4391,3197876,10598170,7,4,0
4422,14132422,20680657,7,4,1
4423,14132422,17583193,7,4,1
4427,521113,14132422,7,4,1
4438,14132422,19972831,7,4,1
4441,5131727,23677136,7,0,1
4481,6972162,14132422,7,4,1
4488,14132422,15757836,7,4,1
4507,5180407,23677146,7,0,1
4517,5218564,23677142,7,0,1
4533,11261440,17630909,7,4,1
4536,17630909,20680657,7,4,1
4542,5236991,23677139,7,0,0
4566,5248248,23677135,7,0,1
4575,5248248,23677144,7,0,1
4588,5248996,23677143,7,0,1
