,id1,id2,func,type,train
678,120983,23355904,44,0,1
678,531920,590962,44,4,1
678,7079645,17510245,13,4,1
679,120983,3868943,7,0,1
680,10606028,426940,44,0,1
681,10606028,23677226,7,0,1
682,10606028,13839383,44,0,1
682,7079645,16380022,13,4,1
683,531920,23355904,44,4,1
683,10606028,136941,7,0,1
684,10606028,950313,44,0,1
685,10606028,10067403,7,0,1
686,10606028,4758170,44,0,1
686,7079645,13160464,13,4,1
687,7079645,22648484,13,4,1
687,10606028,590962,7,0,1
688,10606028,4328782,44,0,1
689,10606028,16152856,7,0,1
689,7079645,7436917,13,4,1
690,531920,8972522,44,4,1
690,10606028,4128381,44,0,1
691,10606028,8972522,7,0,1
691,10479536,23677146,7,4,1
692,10606028,9755674,44,0,1
693,10606028,22060129,7,0,1
694,7079645,7839341,13,4,1
694,19972831,23677146,7,4,1
694,10606028,103828,44,0,1
695,10606028,531920,7,0,1
695,8166293,23677146,7,4,1
696,7079645,17467511,13,4,1
696,10606028,23355904,44,0,1
697,10606028,3868943,7,0,1
698,2086684,426940,44,0,1
699,2086684,23677226,7,0,1
700,2086684,13839383,44,0,1
701,2086684,136941,7,0,1
702,2086684,950313,44,0,1
703,2086684,10067403,7,0,1
703,531920,10067403,44,4,1
704,7079645,8533735,13,4,1
704,2086684,4758170,44,0,1
705,2086684,590962,7,0,1
706,2086684,4328782,44,0,1
707,2086684,16152856,7,0,1
708,2086684,4128381,44,0,1
709,2086684,8972522,7,0,1
710,2086684,9755674,44,0,1
710,4272289,23677146,7,4,1
710,531920,22060129,44,4,1
711,2086684,22060129,7,0,1
712,2086684,103828,44,0,1
713,2086684,531920,7,0,1
714,2086684,23355904,44,0,1
714,136941,531920,44,4,1
715,2086684,3868943,7,0,1
715,7079645,13140215,13,4,1
716,23677138,426940,44,0,1
717,23677138,23677226,7,0,1
718,23677138,13839383,44,0,1
719,3894025,7079645,13,4,1
719,23677138,136941,7,0,1
720,23677138,950313,44,0,1
720,103828,531920,44,4,1
720,9066291,23677146,7,4,1
721,23677138,10067403,7,0,1
722,531920,4758170,44,4,1
722,7079645,7848932,13,4,1
722,23677138,4758170,44,0,1
723,23677138,590962,7,0,1
724,10496866,17621068,13,4,1
724,23677138,4328782,44,0,1
725,23677138,16152856,7,0,1
726,23677138,4128381,44,0,1
727,23677138,8972522,7,0,1
728,23677138,9755674,44,0,1
729,23677138,22060129,7,0,1
729,7839340,10496866,13,4,1
730,23677138,103828,44,0,1
731,23677138,531920,7,0,1
732,23677138,23355904,44,0,1
732,966813,10496866,13,4,1
733,23677138,3868943,7,0,1
734,13696846,426940,44,0,1
735,13696846,23677226,7,0,1
736,13696846,13839383,44,0,1
737,13696846,136941,7,0,1
738,13696846,950313,44,0,1
739,13696846,10067403,7,0,1
740,13696846,4758170,44,0,1
741,13696846,590962,7,0,1
742,13696846,4328782,44,0,1
743,13696846,16152856,7,0,1
743,10496866,19654781,13,4,1
743,531920,3868943,44,4,1
744,13696846,4128381,44,0,1
745,13696846,8972522,7,0,1
746,13696846,9755674,44,0,1
746,9210368,10496866,13,4,1
747,13696846,22060129,7,0,1
748,13696846,103828,44,0,1
748,531920,4128381,44,4,1
748,5936119,10496866,13,4,1
749,13696846,531920,7,0,1
749,10496866,16380022,13,4,1
750,13696846,23355904,44,0,1
751,13696846,3868943,7,0,1
752,12646326,426940,44,0,1
753,12646326,23677226,7,0,1
754,12646326,13839383,44,0,1
755,12646326,136941,7,0,1
756,12646326,950313,44,0,1
756,1363,23677146,7,4,1
757,12646326,10067403,7,0,1
758,12646326,4758170,44,0,1
758,10496866,17621073,13,4,1
759,12646326,590962,7,0,1
760,12646326,4328782,44,0,1
760,531920,16152856,44,4,1
761,12646326,16152856,7,0,1
762,12646326,4128381,44,0,1
762,531920,4328782,44,4,1
763,12646326,8972522,7,0,1
764,12646326,9755674,44,0,1
764,9883524,10496866,13,4,1
765,12646326,22060129,7,0,1
766,12646326,103828,44,0,1
766,531920,9755674,44,4,1
767,12646326,531920,7,0,1
768,12646326,23355904,44,0,1
769,12646326,3868943,7,0,1
770,6480424,426940,44,0,1
771,6480424,23677226,7,0,1
772,531920,950313,44,4,1
772,6480424,13839383,44,0,1
773,6480424,136941,7,0,1
773,7200130,10496866,13,4,1
774,6480424,950313,44,0,1
775,6480424,10067403,7,0,1
776,6480424,4758170,44,0,1
777,6480424,590962,7,0,1
778,6480424,4328782,44,0,1
778,3596847,10496866,13,4,1
779,6480424,16152856,7,0,1
780,6480424,4128381,44,0,1
781,6480424,8972522,7,0,1
781,3596849,10496866,13,4,1
782,6480424,9755674,44,0,1
782,10496866,13140215,13,4,1
783,10496866,22181822,13,4,1
783,6480424,22060129,7,0,1
784,6480424,103828,44,0,1
784,16375558,23677146,7,4,1
785,6480424,531920,7,0,1
786,6480424,23355904,44,0,1
787,6480424,3868943,7,0,1
788,5682569,426940,44,0,1
789,5682569,23677226,7,0,1
789,7848932,10496866,13,4,1
790,5682569,13839383,44,0,1
791,5682569,136941,7,0,1
792,5682569,950313,44,0,1
793,5682569,10067403,7,0,1
794,5682569,4758170,44,0,1
794,20181656,23677146,7,4,1
795,5682569,590962,7,0,1
796,5682569,4328782,44,0,1
797,5682569,16152856,7,0,1
798,5682569,4128381,44,0,1
799,531920,13839383,44,4,1
799,5682569,8972522,7,0,1
800,5682569,9755674,44,0,1
801,5682569,22060129,7,0,1
802,5682569,103828,44,0,1
803,5682569,531920,7,0,1
803,13912756,17621068,13,4,1
804,17621068,19654781,13,4,1
804,5682569,23355904,44,0,1
805,5682569,3868943,7,0,1
805,17510245,17621068,13,4,1
806,16123665,426940,44,0,1
806,17621068,20740028,13,4,1
807,16123665,23677226,7,0,1
808,5226973,17621068,13,4,1
808,16123665,13839383,44,0,1
809,16123665,136941,7,0,1
810,17621068,22648484,13,4,1
810,16123665,950313,44,0,1
811,16123665,10067403,7,0,1
812,16123665,4758170,44,0,1
813,16123665,590962,7,0,1
814,16123665,4328782,44,0,1
815,16123665,16152856,7,0,1
816,16123665,4128381,44,0,1
817,16123665,8972522,7,0,1
818,8586224,17621068,13,4,1
818,16123665,9755674,44,0,1
819,16123665,22060129,7,0,1
820,16123665,103828,44,0,1
821,16123665,531920,7,0,1
821,2451218,17621068,13,4,1
822,16123665,23355904,44,0,1
823,521113,23677137,7,4,1
823,8533735,17621068,13,4,1
823,16123665,3868943,7,0,1
824,14632238,426940,44,0,1
825,14632238,23677226,7,0,1
826,17621068,19076717,13,4,1
826,14632238,13839383,44,0,1
827,6938966,17621068,13,4,1
827,14632238,136941,7,0,1
828,14632238,950313,44,0,1
829,14632238,10067403,7,0,1
830,17621068,19654780,13,4,1
830,14632238,4758170,44,0,1
831,14632238,590962,7,0,1
832,14632238,4328782,44,0,1
833,14632238,16152856,7,0,1
834,14632238,4128381,44,0,1
834,17621068,22181822,13,4,1
835,14632238,8972522,7,0,1
836,14632238,9755674,44,0,1
837,17985016,23677137,7,4,1
837,14632238,22060129,7,0,1
838,14632238,103828,44,0,1
839,5172908,17621068,13,4,1
839,14632238,531920,7,0,1
840,14632238,23355904,44,0,1
841,14632238,3868943,7,0,1
842,21779336,426940,44,0,1
843,21779336,23677226,7,0,1
843,529986,23677137,7,4,1
844,21779336,13839383,44,0,1
845,21779336,136941,7,0,1
846,966813,14009710,13,4,1
846,21779336,950313,44,0,1
847,21779336,10067403,7,0,1
848,21779336,4758170,44,0,1
849,21779336,590962,7,0,1
850,21779336,4328782,44,0,1
851,14009710,20328640,13,4,1
851,21779336,16152856,7,0,1
852,21779336,4128381,44,0,1
853,21779336,8972522,7,0,1
854,21779336,9755674,44,0,1
855,21779336,22060129,7,0,1
855,14009710,17510245,13,4,1
856,21779336,103828,44,0,1
857,21779336,531920,7,0,1
858,21779336,23355904,44,0,1
859,23089693,23677137,7,4,1
859,21779336,3868943,7,0,1
860,1668091,426940,44,0,1
861,1668091,23677226,7,0,1
862,1668091,13839383,44,0,1
863,1668091,136941,7,0,1
864,1668091,950313,44,0,1
865,12122419,23677137,7,4,1
865,1668091,10067403,7,0,1
866,1668091,4758170,44,0,1
866,17630907,23677137,7,4,1
867,1668091,590962,7,0,1
868,1668091,4328782,44,0,1
869,1668091,16152856,7,0,1
870,13088707,14009710,13,4,1
870,1668091,4128381,44,0,1
871,1668091,8972522,7,0,1
872,1668091,9755674,44,0,1
873,1668091,22060129,7,0,1
874,1668091,103828,44,0,1
875,1668091,531920,7,0,1
875,14009710,19076717,13,4,1
876,1668091,23355904,44,0,1
877,1668091,3868943,7,0,1
878,23677145,426940,44,0,1
878,3596847,14009710,13,4,1
879,23677145,23677226,7,0,1
880,23677145,13839383,44,0,1
881,23677145,136941,7,0,1
882,23677145,950313,44,0,1
883,23677145,10067403,7,0,1
884,3894025,14009710,13,4,1
884,23677145,4758170,44,0,1
885,23677145,590962,7,0,1
886,23677145,4328782,44,0,1
887,23677145,16152856,7,0,1
888,23677145,4128381,44,0,1
889,23677145,8972522,7,0,1
890,23677145,9755674,44,0,1
891,23677145,22060129,7,0,1
892,23677145,103828,44,0,1
893,23677145,531920,7,0,1
894,23677145,23355904,44,0,1
895,23677145,3868943,7,0,1
896,8054454,426940,44,0,1
897,8054454,23677226,7,0,1
898,8054454,13839383,44,0,1
899,8054454,136941,7,0,1
900,8054454,950313,44,0,1
901,8054454,10067403,7,0,1
902,8054454,4758170,44,0,1
903,8054454,590962,7,0,1
904,8054454,4328782,44,0,1
905,8054454,16152856,7,0,1
906,8054454,4128381,44,0,1
907,8054454,8972522,7,0,1
908,8054454,9755674,44,0,1
909,8054454,22060129,7,0,1
910,8054454,103828,44,0,1
911,8054454,531920,7,0,1
912,8054454,23355904,44,0,1
913,8054454,3868943,7,0,1
914,8166293,426940,44,0,1
915,8166293,23677226,7,0,1
916,8166293,13839383,44,0,1
917,8166293,136941,7,0,1
918,8166293,950313,44,0,1
919,8166293,10067403,7,0,1
920,8166293,4758170,44,0,1
921,8166293,590962,7,0,1
921,17630905,23677136,7,4,1
922,8166293,4328782,44,0,1
923,8166293,16152856,7,0,1
924,8166293,4128381,44,0,1
925,8166293,8972522,7,0,1
926,8166293,9755674,44,0,1
926,590962,23355904,44,4,1
927,8166293,22060129,7,0,1
928,8166293,103828,44,0,1
929,8166293,531920,7,0,1
930,8166293,23355904,44,0,1
931,8166293,3868943,7,0,1
932,3338750,426940,44,0,1
933,3338750,23677226,7,0,1
933,590962,8972522,44,4,1
934,3338750,13839383,44,0,1
935,3338750,136941,7,0,1
936,3338750,950313,44,0,1
937,3338750,10067403,7,0,1
938,3338750,4758170,44,0,1
939,3338750,590962,7,0,1
940,3338750,4328782,44,0,1
940,17583193,23677136,7,4,1
941,3338750,16152856,7,0,1
942,3338750,4128381,44,0,1
943,3338750,8972522,7,0,1
944,3338750,9755674,44,0,1
945,3338750,22060129,7,0,1
946,590962,10067403,44,4,1
946,3338750,103828,44,0,1
947,3338750,531920,7,0,1
948,3338750,23355904,44,0,1
949,3338750,3868943,7,0,1
950,17630908,426940,44,0,1
951,7357528,7839340,13,4,1
951,17630908,23677226,7,0,1
952,17630908,13839383,44,0,1
953,17630908,136941,7,0,1
953,590962,22060129,44,4,1
954,17630908,950313,44,0,1
955,17630908,10067403,7,0,1
956,17630908,4758170,44,0,1
957,17630908,590962,7,0,1
958,17630908,4328782,44,0,1
959,17630908,16152856,7,0,1
960,17630908,4128381,44,0,1
961,17630908,8972522,7,0,1
962,103828,590962,44,4,1
962,7357528,20328638,13,4,1
962,17630908,9755674,44,0,1
963,17630908,22060129,7,0,1
964,17630908,103828,44,0,1
964,590962,4758170,44,4,1
965,17630908,531920,7,0,1
966,17630908,23355904,44,0,1
967,17630908,3868943,7,0,1
967,7357528,17510245,13,4,1
968,8227164,426940,44,0,1
969,8227164,23677226,7,0,1
969,7357528,20740028,13,4,1
970,8227164,13839383,44,0,1
971,8227164,136941,7,0,1
972,8227164,950313,44,0,1
972,3198237,23677136,7,4,1
973,8227164,10067403,7,0,1
974,7041871,23677136,7,4,1
974,8227164,4758170,44,0,1
975,8227164,590962,7,0,1
976,8227164,4328782,44,0,1
977,8227164,16152856,7,0,1
978,8227164,4128381,44,0,1
978,81754,23677136,7,4,1
979,8227164,8972522,7,0,1
980,8227164,9755674,44,0,1
981,8227164,22060129,7,0,1
982,8227164,103828,44,0,1
983,8227164,531920,7,0,1
984,8227164,23355904,44,0,1
985,590962,3868943,44,4,1
985,8227164,3868943,7,0,1
985,7357528,8586224,13,4,1
986,17630909,426940,44,0,1
987,17630909,23677226,7,0,1
988,17630909,13839383,44,0,1
989,17630909,136941,7,0,1
990,590962,4128381,44,4,1
990,17630909,950313,44,0,1
990,7357528,8533735,13,4,1
991,17630909,10067403,7,0,1
992,17630909,4758170,44,0,1
993,4490317,7357528,13,4,1
993,17630909,590962,7,0,1
994,17630909,4328782,44,0,1
995,17630907,23677136,7,4,1
995,17630909,16152856,7,0,1
996,17630909,4128381,44,0,1
997,17630909,8972522,7,0,1
998,17630909,9755674,44,0,1
999,17630909,22060129,7,0,1
1000,19654781,426940,44,0,1
1001,7357528,13140215,13,4,1
1001,19654781,23677226,13,0,1
1002,19654781,13839383,44,0,1
1002,590962,16152856,44,4,1
1002,7357528,22181822,13,4,1
1003,19654781,136941,13,0,1
1004,19654781,950313,44,0,1
1004,590962,4328782,44,4,1
1005,19654781,10067403,13,0,1
1006,19654781,4758170,44,0,1
1007,19654781,590962,13,0,1
1008,19654781,4328782,44,0,1
1009,7357528,7670209,13,4,1
1009,19654781,16152856,13,0,1
1010,19654781,4128381,44,0,1
1011,19654781,8972522,13,0,1
1012,19654781,9755674,44,0,1
1013,19654781,22060129,13,0,1
1014,19654781,103828,44,0,1
1015,19654781,531920,13,0,1
1016,19654781,23355904,44,0,1
1017,19654781,3868943,13,0,1
1017,120983,23677136,7,4,1
1018,3596849,426940,44,0,1
1019,3596849,23677226,13,0,1
1020,3596849,13839383,44,0,1
1021,3596849,136941,13,0,1
1022,3596849,950313,44,0,1
1023,3596849,10067403,13,0,1
1024,3596849,4758170,44,0,1
1025,3596849,590962,13,0,1
1026,3596849,4328782,44,0,1
1027,3596849,16152856,13,0,1
1028,3596849,4128381,44,0,1
1029,3596849,8972522,13,0,1
1030,3596849,9755674,44,0,1
1031,3596849,22060129,13,0,1
1032,3596849,103828,44,0,1
1033,3596849,531920,13,0,1
1034,3596849,23355904,44,0,1
1035,3596849,3868943,13,0,1
1036,3596828,426940,44,0,1
1037,3596828,23677226,13,0,1
1038,3596828,13839383,44,0,1
1039,3596828,136941,13,0,1
1039,590962,13839383,44,4,1
1040,3596828,950313,44,0,1
1041,3596828,10067403,13,0,1
1042,3596828,4758170,44,0,1
1043,3596828,590962,13,0,1
1044,3596828,4328782,44,0,1
1045,3596828,16152856,13,0,1
1046,3596828,4128381,44,0,1
1047,3596828,8972522,13,0,1
1048,3596828,9755674,44,0,1
1048,6963063,23677136,7,4,1
1049,3596828,22060129,13,0,1
1050,3596828,103828,44,0,1
1051,3596828,531920,13,0,1
1052,3596828,23355904,44,0,1
1053,3596828,3868943,13,0,1
1054,11205237,426940,44,0,1
1055,11205237,23677226,13,0,1
1056,11205237,13839383,44,0,1
1057,11205237,136941,13,0,1
1058,11205237,950313,44,0,1
1059,11205237,10067403,13,0,1
1059,15069644,23677139,7,4,1
1060,11205237,4758170,44,0,1
1061,11205237,590962,13,0,1
1062,11205237,4328782,44,0,1
1063,11205237,16152856,13,0,1
1064,11205237,4128381,44,0,1
1065,11205237,8972522,13,0,1
1066,11205237,9755674,44,0,1
1067,11205237,22060129,13,0,1
1068,11205237,103828,44,0,1
1069,11205237,531920,13,0,1
1070,11205237,23355904,44,0,1
1071,11205237,3868943,13,0,1
1072,20328638,426940,44,0,1
1073,20328638,23677226,13,0,1
1074,20328638,13839383,44,0,1
1074,7839340,13088706,13,4,1
1075,20328638,136941,13,0,1
1076,20328638,950313,44,0,1
1077,20328638,10067403,13,0,1
1078,20328638,4758170,44,0,1
1079,20328638,590962,13,0,1
1080,20328638,4328782,44,0,1
1081,20328638,16152856,13,0,1
1081,5226973,7839340,13,4,1
1081,521113,23677139,7,4,1
1082,7839340,22648484,13,4,1
1082,20328638,4128381,44,0,1
1083,20328638,8972522,13,0,1
1083,12483251,23677139,7,4,1
1084,20328638,9755674,44,0,1
1085,20328638,22060129,13,0,1
1086,20328638,103828,44,0,1
1087,20328638,531920,13,0,1
1088,7839340,9883524,13,4,1
1088,20328638,23355904,44,0,1
1089,20328638,3868943,13,0,1
1090,7079645,426940,44,0,1
1091,7079645,23677226,13,0,1
1092,7079645,13839383,44,0,1
1093,7079645,136941,13,0,1
1094,7839340,19076717,13,4,1
1094,7079645,950313,44,0,1
1095,6938966,7839340,13,4,1
1095,7079645,10067403,13,0,1
1096,7079645,4758170,44,0,1
1097,7839340,10868405,13,4,1
1097,7079645,590962,13,0,1
1098,7079645,4328782,44,0,1
1099,7079645,16152856,13,0,1
1100,7079645,4128381,44,0,1
1101,7079645,8972522,13,0,1
1102,7079645,9755674,44,0,1
1103,7079645,22060129,13,0,1
1104,7079645,103828,44,0,1
1105,7079645,531920,13,0,1
1106,7079645,23355904,44,0,1
1107,7079645,3868943,13,0,1
1108,23677156,426940,44,0,1
1108,8972522,23355904,44,4,1
1109,23677156,23677226,13,0,1
1110,23677156,13839383,44,0,1
1111,23677156,136941,13,0,1
1112,23677156,950313,44,0,1
1113,23677156,10067403,13,0,1
1114,23677156,4758170,44,0,1
1115,23677156,590962,13,0,1
1116,23677156,4328782,44,0,1
1117,23677156,16152856,13,0,1
1118,23677156,4128381,44,0,1
1119,23677156,8972522,13,0,1
1120,23677156,9755674,44,0,1
1121,10067403,23355904,44,4,1
1121,23677156,22060129,13,0,1
1122,23677156,103828,44,0,1
1123,23677156,531920,13,0,1
1124,23677156,23355904,44,0,1
1125,23677156,3868943,13,0,1
1126,19076717,426940,44,0,1
1127,19076717,23677226,13,0,1
1128,19076717,13839383,44,0,1
1129,19076717,136941,13,0,1
1130,19076717,950313,44,0,1
1131,19076717,10067403,13,0,1
1131,136941,23355904,44,4,1
1132,19076717,4758170,44,0,1
1133,19076717,590962,13,0,1
1133,13696846,23677139,7,4,1
1134,19076717,4328782,44,0,1
1135,19076717,16152856,13,0,1
1136,19076717,4128381,44,0,1
1137,19076717,8972522,13,0,1
1138,19076717,9755674,44,0,1
1139,19076717,22060129,13,0,1
1140,19076717,103828,44,0,1
1141,19076717,531920,13,0,1
1142,19076717,23355904,44,0,1
1143,19076717,3868943,13,0,1
1144,19654780,426940,44,0,1
1145,19654780,23677226,13,0,1
1146,19654780,13839383,44,0,1
1147,19654780,136941,13,0,1
1148,19654780,950313,44,0,1
1149,19654780,10067403,13,0,1
1150,19654780,4758170,44,0,1
1151,19654780,590962,13,0,1
1151,21273051,23677139,7,4,1
1152,19654780,4328782,44,0,1
1153,19654780,16152856,13,0,1
1154,19654780,4128381,44,0,1
1155,19654780,8972522,13,0,1
1156,19654780,9755674,44,0,1
1157,19654780,22060129,13,0,1
1158,19654780,103828,44,0,1
1159,19654780,531920,13,0,1
1159,22137813,23677139,7,4,1
1160,19654780,23355904,44,0,1
1161,19654780,3868943,13,0,1
1162,19119522,426940,44,0,1
1163,103828,23355904,44,4,1
1163,19119522,23677226,13,0,1
1164,19119522,13839383,44,0,1
1165,4758170,23355904,44,4,1
1165,19119522,136941,13,0,1
1166,19119522,950313,44,0,1
1167,19119522,10067403,13,0,1
1168,2423912,10258420,13,4,1
1168,19119522,4758170,44,0,1
1169,19119522,590962,13,0,1
1170,22088424,23677138,7,4,1
1170,19119522,4328782,44,0,1
1171,2423912,3596848,13,4,1
1171,19119522,16152856,13,0,1
1172,2423912,13912756,13,4,1
1172,19119522,4128381,44,0,1
1173,19119522,8972522,13,0,1
1174,19119522,9755674,44,0,1
1175,19119522,22060129,13,0,1
1176,19119522,103828,44,0,1
1176,2423912,16380022,13,4,1
1177,19119522,531920,13,0,1
1178,19119522,23355904,44,0,1
1179,19119522,3868943,13,0,1
1180,1313371,426940,44,0,1
1180,15287811,23677138,7,4,1
1181,1313371,23677226,13,0,1
1182,2423912,11205237,13,4,1
1182,1313371,13839383,44,0,1
1183,1313371,136941,13,0,1
1183,13295656,23677138,7,4,1
1184,2423912,7839341,13,4,1
1184,1313371,950313,44,0,1
1185,1721214,2423912,13,4,1
1185,1313371,10067403,13,0,1
1186,3868943,23355904,44,4,1
1186,1313371,4758170,44,0,1
1187,1313371,590962,13,0,1
1188,1313371,4328782,44,0,1
1189,1313371,16152856,13,0,1
1190,2423912,8533735,13,4,1
1190,1313371,4128381,44,0,1
1191,4128381,23355904,44,4,1
1191,1313371,8972522,13,0,1
1192,1313371,9755674,44,0,1
1193,1313371,22060129,13,0,1
1194,1313371,103828,44,0,1
1195,1313371,531920,13,0,1
1196,2423912,20328639,13,4,1
1196,1313371,23355904,44,0,1
1197,2423912,3596847,13,4,1
1197,1313371,3868943,13,0,1
1198,17621071,426940,44,0,1
1199,17621071,23677226,13,0,1
1199,2423912,3596849,13,4,1
1200,17621071,13839383,44,0,1
1201,17621071,136941,13,0,1
1202,17621071,950313,44,0,1
1202,1313371,2423912,13,4,1
1203,16152856,23355904,44,4,1
1203,17621071,10067403,13,0,1
1204,17621071,4758170,44,0,1
1205,17621071,590962,13,0,1
1205,2423912,7848932,13,4,1
1205,4328782,23355904,44,4,1
1206,2423912,7670209,13,4,1
1206,17621071,4328782,44,0,1
1207,17621071,16152856,13,0,1
1208,17621071,4128381,44,0,1
1209,17621071,8972522,13,0,1
1209,9755674,23355904,44,4,1
1210,17621071,9755674,44,0,1
1211,17621071,22060129,13,0,1
1211,966813,6138230,13,4,1
1212,966813,20328640,13,4,1
1212,17621071,103828,44,0,1
1213,17621071,531920,13,0,1
1213,966813,2315719,13,4,1
1214,17621071,23355904,44,0,1
1215,966813,3596848,13,4,1
1215,950313,23355904,44,4,1
1215,17621071,3868943,13,0,1
1216,13088707,426940,44,0,1
1216,966813,13912756,13,4,1
1217,13088707,23677226,13,0,1
1218,13088707,13839383,44,0,1
1219,13088707,136941,13,0,1
1220,13088707,950313,44,0,1
1221,13088707,10067403,13,0,1
1221,966813,20740028,13,4,1
1222,13088707,4758170,44,0,1
1223,13088707,590962,13,0,1
1223,966813,16380022,13,4,1
1224,13088707,4328782,44,0,1
1225,13088707,16152856,13,0,1
1226,13088707,4128381,44,0,1
1226,966813,17621071,13,4,1
1227,13088707,8972522,13,0,1
1228,13088707,9755674,44,0,1
1229,13088707,22060129,13,0,1
1230,13088707,103828,44,0,1
1231,13088707,531920,13,0,1
1232,13088707,23355904,44,0,1
1232,7041871,23677138,7,4,1
1233,13088707,3868943,13,0,1
1234,5226973,426940,44,0,1
1235,5226973,23677226,13,0,1
1236,5226973,13839383,44,0,1
1237,5226973,136941,13,0,1
1238,966813,9883524,13,4,1
1238,5226973,950313,44,0,1
1239,5226973,10067403,13,0,1
1240,5226973,4758170,44,0,1
1241,5226973,590962,13,0,1
1242,13839383,23355904,44,4,1
1242,5226973,4328782,44,0,1
1243,966813,2451218,13,4,1
1243,5226973,16152856,13,0,1
1244,5226973,4128381,44,0,1
1245,5226973,8972522,13,0,1
1246,5226973,9755674,44,0,1
1247,5226973,22060129,13,0,1
1248,5226973,103828,44,0,1
1249,5226973,531920,13,0,1
1250,5226973,23355904,44,0,1
1251,5226973,3868943,13,0,1
1252,9883524,426940,44,0,1
1253,9883524,23677226,13,0,1
1253,966813,19654780,13,4,1
1254,9883524,13839383,44,0,1
1255,9883524,136941,13,0,1
1256,9883524,950313,44,0,1
1257,966813,22181822,13,4,1
1257,9883524,10067403,13,0,1
1258,9883524,4758170,44,0,1
1259,9883524,590962,13,0,1
1260,966813,3894025,13,4,1
1260,9883524,4328782,44,0,1
1261,9883524,16152856,13,0,1
1262,9883524,4128381,44,0,1
1262,966813,5172908,13,4,1
1263,9883524,8972522,13,0,1
1263,16123665,23677138,7,4,1
1264,9883524,9755674,44,0,1
1265,9883524,22060129,13,0,1
1266,9883524,103828,44,0,1
1267,10606028,23677138,7,4,1
1267,9883524,531920,13,0,1
1268,6138230,22961758,13,4,1
1268,9883524,23355904,44,0,1
1269,9883524,3868943,13,0,1
1270,13088706,426940,44,0,1
1271,13088706,23677226,13,0,1
1272,13088706,13839383,44,0,1
1273,13088706,136941,13,0,1
1274,13088706,950313,44,0,1
1275,13088706,10067403,13,0,1
1276,17510245,22961758,13,4,1
1276,13088706,4758170,44,0,1
1277,13088706,590962,13,0,1
1278,13088706,4328782,44,0,1
1278,20740028,22961758,13,4,1
1279,13088706,16152856,13,0,1
1280,16380022,22961758,13,4,1
1280,13088706,4128381,44,0,1
1281,13088706,8972522,13,0,1
1282,13088706,9755674,44,0,1
1282,17621069,22961758,13,4,1
1283,17621071,22961758,13,4,1
1283,13088706,22060129,13,0,1
1284,13088706,103828,44,0,1
1284,13160464,22961758,13,4,1
1285,13088706,531920,13,0,1
1286,13088706,23355904,44,0,1
1287,7436917,22961758,13,4,1
1287,13088706,3868943,13,0,1
1288,4490317,426940,44,0,1
1289,4490317,23677226,13,0,1
1290,4490317,13839383,44,0,1
1291,4490317,136941,13,0,1
1292,4490317,950313,44,0,1
1292,7839341,22961758,13,4,1
1293,4490317,10067403,13,0,1
1294,4490317,4758170,44,0,1
1295,4490317,590962,13,0,1
1295,9883524,22961758,13,4,1
1295,14132423,23677138,7,4,1
1296,4490317,4328782,44,0,1
1297,4490317,16152856,13,0,1
1297,2086684,23677138,7,4,1
1298,4490317,4128381,44,0,1
1299,4490317,8972522,13,0,1
1300,4490317,9755674,44,0,1
1300,2451218,22961758,13,4,1
1301,4490317,22060129,13,0,1
1302,4490317,103828,44,0,1
1303,4490317,531920,13,0,1
1304,4490317,23355904,44,0,1
1305,4490317,3868943,13,0,1
1306,17467511,426940,44,0,1
1307,17467511,23677226,13,0,1
1308,17467511,13839383,44,0,1
1309,3596847,22961758,13,4,1
1309,17467511,136941,13,0,1
1310,17467511,950313,44,0,1
1311,17467511,10067403,13,0,1
1312,17467511,4758170,44,0,1
1313,17467511,590962,13,0,1
1314,17467511,4328782,44,0,1
1315,17467511,16152856,13,0,1
1316,17467511,4128381,44,0,1
1317,17467511,8972522,13,0,1
1317,3894025,22961758,13,4,1
1318,17467511,9755674,44,0,1
1319,17467511,22060129,13,0,1
1319,5172908,22961758,13,4,1
1320,17467511,103828,44,0,1
1321,7670209,22961758,13,4,1
1321,17467511,531920,13,0,1
1322,17467511,23355904,44,0,1
1323,17467511,3868943,13,0,1
1324,20328640,426940,44,0,1
1325,20328640,23677226,13,0,1
1326,20328640,13839383,44,0,1
1326,2315719,13088706,13,4,1
1327,13088706,20328638,13,4,1
1327,20328640,136941,13,0,1
1328,20328640,950313,44,0,1
1329,20328640,10067403,13,0,1
1330,20328640,4758170,44,0,1
1331,20328640,590962,13,0,1
1332,20328640,4328782,44,0,1
1333,20328640,16152856,13,0,1
1333,8972522,10067403,44,4,1
1334,20328640,4128381,44,0,1
1334,5936119,13088706,13,4,1
1335,20328640,8972522,13,0,1
1336,20328640,9755674,44,0,1
1337,20328640,22060129,13,0,1
1338,20328640,103828,44,0,1
1339,20328640,531920,13,0,1
1340,20328640,23355904,44,0,1
1341,20328640,3868943,13,0,1
1342,7670209,426940,44,0,1
1343,7670209,23677226,13,0,1
1344,7670209,13839383,44,0,1
1345,10479536,23677141,7,4,1
1345,7670209,136941,13,0,1
1346,7670209,950313,44,0,1
1346,9883524,13088706,13,4,1
1347,7670209,10067403,13,0,1
1348,7670209,4758170,44,0,1
1349,8972522,22060129,44,4,1
1349,7670209,590962,13,0,1
1349,6016307,23677141,7,4,1
1350,7670209,4328782,44,0,1
1350,2451218,13088706,13,4,1
1351,7670209,16152856,13,0,1
